Income,HousingExpense,TransportationExpense,FoodExpense,UtilitiesExpense,EntertainmentExpense,Savings,HousingBudget,TransportationBudget,FoodBudget,UtilitiesBudget,EntertainmentBudget,SavingsBudget
33925.0,7933.0,2382,5321,2410,2587,5023.0,30.9206423448706,9.284377923292798,20.739787963829123,9.393514187714375,10.08341128780792,19.57826629248519
30161.0,6992.0,2536,5694,3216,1060,5162.0,27.36380713838448,9.924859110832813,22.283969943644333,12.58609893550407,4.148403256105198,23.69286161552912
30161.0,7655.0,2249,5402,3555,1836,1777.0,34.061582272848625,10.007119337901576,24.036664590193112,11.489829961092749,8.169440242057489,7.906914656936904
28831.0,9429.0,1028,6110,3377,1979,5162.0,37.5911972252123,4.0983933341306855,22.7434724203955,13.46330183789818,7.889805844595942,12.59817406211378
33537.0,10555.0,1922,7197,3542,2007,4703.0,35.27033348927354,6.422508855176101,24.0493216600949,11.835861792421303,6.706542805587115,15.715431397447036
33884.0,9140.0,1422,5969,2894,2090,3226.0,38.083333333333336,5.925,21.78333333333333,12.058333333333334,8.708333333333334,13.441666666666666
38039.0,8203.0,1898,5969,2766,2004,3368.0,32.11824588880188,7.431480031323415,27.4079874706343,10.830070477682067,9.025058731401725,13.187157400156618
36767.0,10996.0,2490,5218,2631,1982,4300.0,30.91315275062832,9.01618568273165,18.894159394575805,9.526740775609223,7.176738965130173,20.143709574077935
36732.0,7374.0,2152,5152,2972,1815,6299.0,28.62133209129017,8.352740257723957,19.9968948920975,11.535475857786055,7.044713553795995,24.44884334730632
30161.0,10061.0,2574,6818,2960,1796,4314.0,35.2732882235389,9.024296182028538,23.90351646040038,10.377590015075551,6.296672860498545,15.124636258458086
31456.0,7423.0,2170,6921,3103,1694,7156.0,26.07580707485861,7.622861558998138,22.7434724203955,11.489829961092749,5.950749991217901,20.143709574077935
30160.0,8862.0,1350,6851,2935,2393,3004.0,34.89663319551093,5.316007088009451,26.977751525890923,11.557393187635364,9.42311478637527,11.829100216578066
34364.0,7772.0,739,4684,2933,1676,2496.0,38.285714285714285,3.640394088669951,23.073891625615765,14.448275862068966,8.25615763546798,12.295566502463052
33660.0,7888.0,2074,5534,2611,2423,8852.0,26.846368524947245,7.05874344836975,18.834660676604724,8.886393029746104,8.246545504050099,30.12728881628208
28454.0,7245.0,1999,6822,3470,2009,3684.0,28.838116466982445,7.534928153484854,27.154400350276635,13.812044739879791,7.68221184475491,14.663853839111573
32024.0,10689.0,1511,6041,3038,1739,2378.0,42.08930540242558,5.949755867065679,23.787210584343992,11.962513781697904,6.847535044888958,9.363679319577884
30161.0,6534.0,1149,4926,2912,2309,1515.0,33.77616955285603,5.939519255621608,25.46394417162057,15.052985267510984,11.935900749547686,7.831481002843112
25730.0,12878.625,1632,6458,2626,1636,7150.0,30.91315275062832,6.271857345989777,24.818415894854155,10.09184889128012,6.287229545367204,27.47780638714884
36452.0,12241.0,1902,5285,2334,2319,4317.0,43.10514824987675,6.69765476442003,18.610465525741247,8.218888654130572,8.166068032960068,15.20177477287133
30275.0,9955.0,2332,7794,2990,2106,4492.0,32.82012396149281,7.688250032968483,25.69563497296585,12.043386522484504,6.943162336806013,14.809442173282342
40243.0,3299.625,2094,7544,3277,1701,5162.0,14.33454674598242,9.295924709224897,33.49018911480067,14.547633845334278,7.551274083281541,20.78043150137619
21872.0,8086.0,2804,6604,2188,2264,7025.0,24.74958564531239,10.103048209267133,23.79476832168336,7.88354831735966,7.68221184475491,25.311666786769475
27216.0,4376.0,1482,7361,3381,2273,4640.0,18.61098115935865,7.68669977673486,31.306085994981498,11.489829961092749,9.66699272742738,19.733764300599667
30163.0,6098.0,1999,6064,2990,2578,9688.0,20.106169013155725,8.045105344719575,19.99406508622111,11.489829961092749,8.500115401101256,31.943024827722645
30161.0,3299.625,2023,6765,3062,2483,5267.0,8.076165462902168,9.48785292186474,31.7277928899728,11.489829961092749,11.64524903855173,24.70218553606604
30161.0,7726.0,2347,7477,3799,2245,7123.0,25.15219585245956,7.68669977673486,24.34156981476056,12.367744245857343,7.308656444314224,23.18911352020054
31552.0,5716.0,1781,6245,2990,1436,6610.0,22.9595115681234,7.153759640102828,25.08435089974293,12.483933161953727,7.68221184475491,26.550449871465297
24363.0,8119.0,2535,5744,2291,3224,4927.0,30.249627421758568,9.444858420268258,21.40089418777944,8.535767511177347,12.01192250372578,18.35692995529061
24215.0,4749.0,2147,4295,3182,1298,3826.0,24.357593475919373,11.01195055649587,22.02903010719598,16.3204595578807,6.657434477099041,19.62353182540904
31612.0,8165.0,1660,5916,3122,2474,5663.0,30.91315275062832,6.148148148148149,21.91111111111111,11.562962962962962,9.162962962962965,20.97407407407407
23179.0,7170.0,1993,6823,2698,2215,6020.0,26.63546194137969,7.403692559158959,25.34640959916788,10.02266057431554,8.228388870314648,22.363386455663285
43220.375,8086.0,1880,6945,3286,1412,3854.0,30.91315275062832,6.624383368569416,24.47145877378436,11.578576462297391,7.68221184475491,13.579985905567302
32504.0,10822.0,2244,6504,2166,1937,5332.0,37.31080848129633,7.73659713842441,22.42372004826754,7.467677986554043,6.678158938114118,18.38303740734356
25088.0,9570.0,1410,5458,3495,1960,7472.0,30.91315275062832,7.68669977673486,18.5867529371701,11.901924059254211,6.6746126340882,25.44525796015665
38026.0,7346.0,1985,4023,2560,2652,9139.0,30.91315275062832,7.16477170185887,14.52084461288576,9.240209348493051,9.57227937195452,20.143709574077935
30161.0,11970.0,2197,5504,2507,1643,10205.5,39.20862131088473,7.196436175439745,18.028759540109405,8.21186412918864,5.381768154869141,21.97255068950833
22142.0,12878.625,2016,5695,2943,1869,8725.0,18.71772311694273,7.68669977673486,21.78570062354156,11.258176810374508,7.149688229218469,33.376687961439885
25338.0,5192.0,2673,5687,3216,831,3741.0,24.329896907216494,12.525773195876289,26.649484536082475,11.489829961092749,3.8940955951265233,20.143709574077935
18571.0,7832.0,2387,5969,3081,2867,6403.0,26.83294504590928,8.178018363711114,22.673701521173083,10.555707825133616,9.822529806769904,21.937097437303
